Date,Realised_Volatility,GARCH_Forecast,GARCH_Binary,True_Target
2024-05-20,0.0052422109056183,0.00733725683539325,1,1
2024-05-21,0.0053157931262455,0.007267892848498156,1,1
2024-05-22,0.0122252412566181,0.007108804606120626,1,1
2024-05-23,0.006497972949487,0.006955463654166741,0,0
2024-05-24,0.0041973237307779,0.008129877068268669,1,0
2024-05-28,0.0089048741510352,0.008037283341943636,1,1
2024-05-29,0.0082148091291055,0.008542062767369428,0,0
2024-05-30,0.0078162934071058,0.008352070616439292,1,0
2024-05-31,0.0086672337612382,0.00840815487620523,1,1
2024-06-03,0.0082747529649218,0.008228853939677537,0,0
2024-06-04,0.0056901168370084,0.008379282217117881,1,0
2024-06-05,0.0051905042078675,0.008206260470192196,1,0
2024-06-06,0.0143622432517874,0.008394403331846182,1,1
2024-06-07,0.0063018875391654,0.008229579168804223,0,0
2024-06-10,0.0096182983245779,0.008042689539836438,1,1
2024-06-11,0.0051901837490905,0.007865918462984683,0,0
2024-06-12,0.0057525733600588,0.007700524299770234,1,1
2024-06-13,0.0066570950695358,0.007714966498694903,1,1
2024-06-14,0.0058858870925766,0.007725843932355307,1,0
2024-06-17,0.0062942784124596,0.007594223526916968,1,1
2024-06-18,0.0051774937492346,0.007435041641932562,1,0
2024-06-20,0.0116274282355236,0.0074587485999816384,1,1
2024-06-21,0.0104162131531238,0.007534691928025975,0,0
2024-06-24,0.0093835487594912,0.0075656634809917935,0,0
2024-06-25,0.012563020389574,0.00821564019826801,0,1
2024-06-26,0.0122353373490611,0.00866138727722006,0,0
2024-06-27,0.0052022891882822,0.00846191498204414,0,0
2024-06-28,0.006345739929332,0.008334521580598138,1,1
2024-07-01,0.0098437990301157,0.008148550228491647,1,1
2024-07-02,0.0043026446272211,0.007967367355810247,0,0
2024-07-03,0.0089347235346601,0.007822396911666508,1,1
2024-07-05,0.0045060574680054,0.007953878803613071,0,0
2024-07-08,0.0103323077373414,0.007777849865616455,1,1
2024-07-09,0.0057600623852153,0.007603149085842713,0,0
2024-07-10,0.0034694287469591,0.007523460702090698,1,0
2024-07-11,0.0112169573134673,0.007463318014688317,1,1
2024-07-12,0.0092448442598944,0.007877835327394887,0,0
2024-07-15,0.0054931924078321,0.007728114763597816,0,0
2024-07-16,0.0059735793910119,0.007564583859245029,1,1
2024-07-17,0.0085988604013776,0.007449391141985296,1,1
2024-07-18,0.0101200963532398,0.008096425749886003,0,1
2024-07-19,0.004851408527845,0.008010105505375939,0,0
2024-07-22,0.0065907354938181,0.00795483730877259,1,1
2024-07-23,0.0062100461874163,0.008102644053869476,1,0
2024-07-24,0.0060063374113513,0.007933044248233701,1,0
2024-07-25,0.0176046484212029,0.008564824599033776,1,1
2024-07-26,0.0082087745113796,0.008423200722174673,0,0
2024-07-29,0.0071417980233392,0.00823651847814194,1,0
2024-07-30,0.0154790366969638,0.008083419446144189,1,1
2024-07-31,0.0118907757063163,0.008752798052409643,0,0
2024-08-01,0.019307060788697,0.010483150253897873,0,1
2024-08-02,0.0142746450517844,0.010864169117420473,0,0
2024-08-05,0.0311229472099433,0.010648619140529843,0,1
2024-08-06,0.0123946164487541,0.010959670219237305,0,0
2024-08-07,0.0133293229049761,0.01085616408797888,0,1
2024-08-08,0.0097820615205797,0.010959681352072837,0,0
2024-08-09,0.007223869232913,0.011113893706028078,1,0
2024-08-12,0.0067401431805225,0.01084489344821331,1,0
2024-08-13,0.0082193545108127,0.010771617133606361,1,1
2024-08-14,0.0098115459812133,0.010990488163077372,1,1
2024-08-15,0.0060319629952271,0.010753761220887519,1,0
2024-08-16,0.0050097591370175,0.01068110209159622,1,0
2024-08-19,0.0058101053842933,0.010445289433198151,1,1
2024-08-20,0.0071194745434076,0.010414861901858617,1,1
2024-08-21,0.0024429516255984,0.010234523039174747,1,0
2024-08-22,0.0071408949264625,0.010001301389398894,1,1
2024-08-23,0.0057192489066798,0.009969504396393915,1,0
2024-08-26,0.0058389822078898,0.009981809403097302,1,1
2024-08-27,0.006066722053255,0.009824625485202274,1,1
2024-08-28,0.0171500417875638,0.009616578452874251,1,1
2024-08-29,0.0130923171546619,0.009461727089282331,0,0
